TargetGene	Cell	log2FC.D14	RRA.padj.
BLM	HEK293FT	-0.436570231631391	9.1689182846181e-05
PRPF4B	HEK293FT	-0.678217247442975	9.3091380576062e-05
BUB1B	HEK293FT	-0.455533006151661	9.45119207457386e-05
NPLOC4	HEK293FT	-0.502692884653509	9.84856137549756e-05
CNOT2	HEK293FT	-0.669358610529555	0.000103491596724408
RPS28	HEK293FT	-0.65768072545108	0.000104453251208627
TIMELESS	HEK293FT	-0.634673465101862	0.000108212241366172
LARP1	HEK293FT	-0.769641238491347	0.000110442606405813
TNPO1	HEK293FT	-0.650646741926572	0.000110442606405813
PRPF3	HEK293FT	-0.769447071542717	0.000110522777571523
DDX1	HEK293FT	-0.487227426836876	0.000118031824933466
NOB1	HEK293FT	-0.416835624727115	0.000123836870000678
PRPF4	HEK293FT	-0.596278757485662	0.000123836870000678
MATR3	HEK293FT	-0.866508707884574	0.000125701344027083
PELP1	HEK293FT	-0.417579557559007	0.000127242566580537
PPP1R10	HEK293FT	-0.610953749130812	0.000132371981010072
PRC1	HEK293FT	-0.536611912520535	0.000135412719503933
RBM22	HEK293FT	-0.501068762174328	0.000137370292242392
DENR	HEK293FT	-0.626422984365933	0.000140509118588369
RAC1	HEK293FT	-0.386667427488304	0.000147300023171812
RQCD1	HEK293FT	-0.411609653486594	0.000149403707394655
UBR5	HEK293FT	-0.461260324595074	0.0001502979891306
OXA1L	HEK293FT	-0.440465991419603	0.000162333428342962
THRAP3	HEK293FT	-0.485598927199683	0.000162333428342962
RBM3	HEK293FT	-0.553033536988659	0.000166933137943721
UBE2S	HEK293FT	-0.549907399295346	0.000166933137943721
PHF5A	HEK293FT	-0.623417044961378	0.000168691109154626
RPL7L1	HEK293FT	-0.412981029284062	0.000170268929917584
RBM12	HEK293FT	-0.387457591198061	0.000174042070218397
RBM27	HEK293FT	-0.391906246150686	0.000175060444325049
IK	HEK293FT	-0.526016815312276	0.000176084202368962
RPA2	HEK293FT	-0.507282033574427	0.000177835634178682
EIF3I	HEK293FT	-0.691568104702558	0.000181584775621319
WBSCR22	HEK293FT	-0.516665731821706	0.000182069374858155
EBNA1BP2	HEK293FT	-0.677747580558175	0.000200354570700908
ZFR	HEK293FT	-0.45866433111427	0.000200936492458477
UBA2	HEK293FT	-0.489653473014063	0.000202087031849141
FTSJ3	HEK293FT	-0.585481646381173	0.000208257709715448
ALDOA	HEK293FT	-0.511974683194284	0.000209265368852811
EIF4A3	HEK293FT	-0.532905668362853	0.00021576939499842
SLC3A2	HEK293FT	-0.427569580453873	0.00022177145902144
PLRG1	HEK293FT	-0.634965710472699	0.000223300086340126
SMNDC1	HEK293FT	-0.58598271912678	0.000227828535736787
POLR1C	HEK293FT	-0.392816518598541	0.000241736173296464
G3BP1	HEK293FT	-0.56935207467525	0.000250633024275983
RPS16	HEK293FT	-0.508953054562559	0.000252019843769666
INTS7	HEK293FT	-0.496905742775431	0.000257301005302013
HIST1H2AB	HEK293FT	-0.537186466369007	0.000265672031859022
CPSF3	HEK293FT	-0.389387092247465	0.000266128075601384
UBE2D3	HEK293FT	-0.376200371368251	0.000282083796275335
UBA3	HEK293FT	-0.492359661589557	0.000296641523935904
RPS19	HEK293FT	-0.560189016979109	0.000302797004681901
TBC1D14	HEK293FT	-0.362742939437311	0.000304342264976621
ASNS	HEK293FT	-0.847257120319989	0.000304750018641622
INTS4	HEK293FT	-0.654333347957099	0.000306982698428455
RCC1	HEK293FT	-0.471805927162878	0.000306982698428455
FASTKD2	HEK293FT	-0.394150424664826	0.000308630607000515
CUL1	HEK293FT	-0.506843670639564	0.000310286548676376
EEF1B2	HEK293FT	-0.511047904989212	0.000311323955815209
POMP	HEK293FT	-0.770254104777043	0.000313329940836606
SMC5	HEK293FT	-0.597834094952103	0.000313329940836606
NCAPG	HEK293FT	-0.591857988426058	0.000319324202425485
PKM	HEK293FT	-0.511426206222863	0.000323417886482746
UPF2	HEK293FT	-0.434038342234834	0.00032514361820482
TWISTNB	HEK293FT	-0.346813407119013	0.000326877699559136
RANBP2	HEK293FT	-0.481578271774284	0.00033025583310715
PIP5K1A	HEK293FT	-0.732981018116118	0.00033303669598911
RNF138	HEK293FT	-0.424197524853702	0.000337028070179272
CALR	HEK293FT	-0.447590378443963	0.000338656709215554
IPO11	HEK293FT	-0.40094381782363	0.000340615388268707
PSMC3	HEK293FT	-0.652326568641424	0.000344355151296176
PPP1CB	HEK293FT	-0.468654670992916	0.000351833931729369
RPS4X	HEK293FT	-0.707094079774172	0.000352139132973258
TBCD	HEK293FT	-0.673786634876854	0.00035305175298274
RANBP1	HEK293FT	-0.544727896645679	0.000354850391403633
KIF23	HEK293FT	-0.419877217947904	0.000359316252756081
SMARCA5	HEK293FT	-0.486760681921032	0.000369407752661468
HIF1A	HEK293FT	-0.411119134336929	0.000373741331783406
GTF2A1	HEK293FT	-0.354497877269143	0.000374958980614469
PABPC1	HEK293FT	-0.49703147601846	0.000374958980614469
MCTS1	HEK293FT	-0.408928403000912	0.000385127870777242
NAA50	HEK293FT	-0.517068594086409	0.000387136734941381
MARS	HEK293FT	-0.499439989336014	0.000388026180417248
ADNP	HEK293FT	-0.389236615947652	0.000393988362999397
SP1	HEK293FT	-0.337686133367547	0.000398873022759813
DCTN3	HEK293FT	-0.418064274060702	0.000400944356769885
RRM1	HEK293FT	-0.722262275034225	0.000404914379728824
CWC15	HEK293FT	-0.350149201453151	0.000410913870163959
SAE1	HEK293FT	-0.589961328880015	0.000411518681808558
INO80	HEK293FT	-0.41931685095393	0.000414374814834455
RPP30	HEK293FT	-0.542673981430566	0.000414374814834455
PES1	HEK293FT	-0.498645427479428	0.000416517620206254
STRAP	HEK293FT	-0.342290491035684	0.000418670431698156
PRMT5	HEK293FT	-0.377866820161678	0.000420833288638559
RACGAP1	HEK293FT	-0.472591853343658	0.00042819814285824
SSBP1	HEK293FT	-0.497975320924236	0.00042819814285824
CDC123	HEK293FT	-0.512101843490759	0.000436503738059069
DDX42	HEK293FT	-0.470658131402894	0.000438746053072456
PSMC6	HEK293FT	-0.664944720289523	0.000441514111105139
ALYREF	HEK293FT	-0.615869671733533	0.000444208837899843
POLR2G	HEK293FT	-0.438745323454867	0.000444208837899843
DHX33	HEK293FT	-0.396337176818294	0.000453271639162599
SUPT5H	HEK293FT	-0.744273545981729	0.000453271639162599
RBBP4	HEK293FT	-0.40910925045839	0.000458780430987746
HSP90B1	HEK293FT	-0.536610475511176	0.0004630841928092
RNF220	HEK293FT	-0.413127069985367	0.000483115944649134
SRSF1	HEK293FT	-0.721781252672031	0.000483115944649134
TSR1	HEK293FT	-0.377806959066563	0.000491487933065784
SUZ12	HEK293FT	-0.410351737334783	0.000504294129859579
DCP2	HEK293FT	-0.410307634771912	0.000506832687421204
HAUS2	HEK293FT	-0.370420037448295	0.00050938277081968
TRPM7	HEK293FT	-0.417574351057998	0.000514517691498064
USP1	HEK293FT	-0.56787704965148	0.000514517691498064
CEP57	HEK293FT	-0.476874508920691	0.000517102617310464
TIMM50	HEK293FT	-0.646183716703434	0.000520634984891727
LIN52	HEK293FT	-0.482079440525619	0.000522307622257362
RPN1	HEK293FT	-0.323650509592097	0.000524927790761243
LARP4	HEK293FT	-0.451893918010619	0.000542150002719743
TRMT11	HEK293FT	-0.446625985429593	0.000559858023045636
XPO6	HEK293FT	-0.367301617903502	0.000562636362366776
HCFC1	HEK293FT	-0.4260679429863	0.000571811994086081
SF1	HEK293FT	-0.411653873040737	0.000576187146198011
PLK1	HEK293FT	-0.655682926976932	0.000579538188923005
RSL24D1	HEK293FT	-0.422844746734978	0.000579538188923005
CRKL	HEK293FT	-0.331213723409341	0.000600473831989344
SREK1	HEK293FT	-0.312859205323467	0.000603424527118335
VWA9	HEK293FT	-0.557447355716283	0.000610463121835321
CDC42	HEK293FT	-0.361316158244809	0.000621711537572693
CUL3	HEK293FT	-0.558795332824934	0.000624831470886847
UTP15	HEK293FT	-0.574267581249428	0.000629537999719778
WEE1	HEK293FT	-0.592244142185591	0.00064613755975173
TIAL1	HEK293FT	-0.464486163710373	0.000669234966726345
MBTD1	HEK293FT	-0.367270801356078	0.000671737290247527
DEK	HEK293FT	-0.374420459637369	0.000679452757448658
NARS2	HEK293FT	-0.294044388253472	0.000695111855969527
POLR2C	HEK293FT	-0.603728590774782	0.000695111855969527
BMS1	HEK293FT	-0.332800908730062	0.00069845596820556
RPS15	HEK293FT	-0.493247040015423	0.000705978575234061
AAMP	HEK293FT	-0.310602911114281	0.00070982522177086
MCM4	HEK293FT	-0.525184064359531	0.000713231450813485
PUF60	HEK293FT	-0.495056176013667	0.00071665240727112
PRPF19	HEK293FT	-0.758970976844635	0.00073041614637036
EIF3H	HEK293FT	-0.385562005461738	0.000733043197108104
SNRPB2	HEK293FT	-0.473589633174181	0.000744370229805053
RPP14	HEK293FT	-0.294582328145016	0.000764497077851438
EIF2S1	HEK293FT	-0.492521367187621	0.000791981087451533
MRPL15	HEK293FT	-0.352128910936527	0.000791981087451533
HNRNPL	HEK293FT	-0.507217724221489	0.000794258450310144
CNOT7	HEK293FT	-0.602895976182225	0.000812241961300517
LSG1	HEK293FT	-0.370009062350831	0.000812241961300517
SBDS	HEK293FT	-0.366194707813472	0.000812241961300517
PRPF6	HEK293FT	-0.544696239001452	0.000816796984724831
PTBP2	HEK293FT	-0.411519790004698	0.000846579353705556
EIF2B5	HEK293FT	-0.451785676431556	0.000859002995982872
DYNLL1	HEK293FT	-0.336787199236618	0.000871009397768427
CEBPZ	HEK293FT	-0.433430306874448	0.000878953109587229
CCNC	HEK293FT	-0.380455693638448	0.00088885772398652
ESF1	HEK293FT	-0.361023535141224	0.00088885772398652
CTPS1	HEK293FT	-0.497707553367046	0.000889956375480935
KHSRP	HEK293FT	-0.658449279820873	0.000889956375480935
LIN9	HEK293FT	-0.285091871246221	0.000889956375480935
CLNS1A	HEK293FT	-0.445693747119723	0.000898252190213106
RNF40	HEK293FT	-0.36543096500795	0.000898252190213106
MED22	HEK293FT	-0.378867160089968	0.000900904351980442
ZFP36L2	HEK293FT	-0.325297299588684	0.000900904351980442
GNL1	HEK293FT	-0.350012680315466	0.000910826480137532
RBM5	HEK293FT	-0.375887368986561	0.000917125548675744
MED8	HEK293FT	-0.351796833001214	0.000919297102218044
PRMT1	HEK293FT	-0.471538346519327	0.000922034011237551
NASP	HEK293FT	-0.426032831119697	0.000928518776941161
KHDRBS1	HEK293FT	-0.334077070138732	0.000936451205325098
USP5	HEK293FT	-0.447878609174303	0.000936451205325098
COPS4	HEK293FT	-0.452779689915371	0.000946624715183742
DNA2	HEK293FT	-0.412332276496301	0.000946624715183742
DDX10	HEK293FT	-0.352478815584654	0.000949505002275386
OPA1	HEK293FT	-0.38319423781713	0.000959884692835904
CCNH	HEK293FT	-0.300953702975648	0.00101995427754483
RBM33	HEK293FT	-0.31381754420056	0.00104384654774919
PSME3	HEK293FT	-0.311219918265466	0.00105510260117588
TAF2	HEK293FT	-0.481210347231329	0.00105669282521969
ORC6	HEK293FT	-0.312365638317642	0.00105815680403891
SRSF10	HEK293FT	-0.564678051507944	0.00108536220947049
RAD51	HEK293FT	-0.383713912194249	0.00109442583483584
DKC1	HEK293FT	-0.442084931145537	0.00109937441534987
ATP1B3	HEK293FT	-0.580337426707372	0.00110434310836584
CTNNB1	HEK293FT	-0.409504657298779	0.00112991429635927
NDUFAB1	HEK293FT	-0.328954166843326	0.00113500038870209
IFRD1	HEK293FT	-0.306391679324173	0.00114010705833491
SRP9	HEK293FT	-0.317631934100806	0.00114338124533822
VPRBP	HEK293FT	-0.479921648795246	0.00114338124533822
EIF3L	HEK293FT	-0.416310004621523	0.00115796340516757
HSPA5	HEK293FT	-0.399961047293722	0.0011678320945296
CDC6	HEK293FT	-0.617822767058153	0.00117364789319973
ZFX	HEK293FT	-0.298634309192007	0.0011855093651968
LSM3	HEK293FT	-0.648684480227346	0.00118700470077521
LSM7	HEK293FT	-0.551319314151491	0.00118700470077521
TRAPPC11	HEK293FT	-0.306495148167947	0.00118700470077521
SCAF8	HEK293FT	-0.384796872649243	0.00119957191855878
GPN1	HEK293FT	-0.620429199347692	0.00120357749243986
DROSHA	HEK293FT	-0.363165052433681	0.00121766629208553
THOC3	HEK293FT	-0.305956733810771	0.00122310124858451
HAUS6	HEK293FT	-0.624591554535438	0.00123032901051544
RBBP5	HEK293FT	-0.347034699065978	0.00123032901051544
SASS6	HEK293FT	-0.306321776258998	0.00123032901051544
WDR77	HEK293FT	-0.511536885515946	0.00123032901051544
RPP38	HEK293FT	-0.346135286891162	0.00123562674266391
CAND1	HEK293FT	-0.29320231068997	0.00132040391918197
UQCRC2	HEK293FT	-0.456232221907634	0.0013316510792545
MRPL3	HEK293FT	-0.406635821082704	0.00135356103287421
ATP1A1	HEK293FT	-0.61712983409256	0.00135951074729926
PHB	HEK293FT	-0.474109351674344	0.00140016017980484
SLC25A5	HEK293FT	-0.281646263687443	0.00145514649109512
GAPDH	HEK293FT	-0.608982779160284	0.00146571299231644
PFDN5	HEK293FT	-0.444307217949981	0.00146781832589363
NPAT	HEK293FT	-0.317585738503511	0.00150042766055496
MYBBP1A	HEK293FT	-0.456039321439971	0.00151578731856495
CENPT	HEK293FT	-0.472174569158952	0.00152723462128085
GNAS	HEK293FT	-0.633311720341154	0.00154691138288752
KARS	HEK293FT	-0.413147549923945	0.00157165289044364
ATP5A1	HEK293FT	-0.455610763992711	0.00159425923751791
MTHFD1	HEK293FT	-0.291494707524186	0.00160393240842858
PTP4A1	HEK293FT	-0.343329807375828	0.00161080618569802
EMG1	HEK293FT	-0.293776795462979	0.00162463318132998
UBE3C	HEK293FT	-0.392458936340182	0.00162463318132998
INTS9	HEK293FT	-0.543637722340852	0.00162719578057092
BUB3	HEK293FT	-0.458968482194488	0.00169794310853432
IKBKAP	HEK293FT	-0.332120584163276	0.00172339901360788
C18orf21	HEK293FT	-0.352262009086255	0.00174069376889421
PTMA	HEK293FT	-0.404843947455237	0.00175546514903335
WDR55	HEK293FT	-0.26227388612018	0.00175546514903335
GBF1	HEK293FT	-0.403502414826738	0.00177303545595858
SF3B14	HEK293FT	-0.360135309192874	0.00177415522411404
RRP1	HEK293FT	-0.331297529233397	0.00179559569695546
SAFB	HEK293FT	-0.355566973546779	0.00179559569695546
MPRIP	HEK293FT	-0.315694172233352	0.00185537845027501
IREB2	HEK293FT	-0.459047131101823	0.00193421246484826
RPN2	HEK293FT	-0.447443942327484	0.00196103762518595
CBR4	HEK293FT	-0.250240724900932	0.002010916828813
UPF1	HEK293FT	-0.426682883036878	0.00201561036120628
CHAF1A	HEK293FT	-0.446586370336551	0.00202792867225965
ZNF638	HEK293FT	-0.512380187075182	0.00205582023358834
RTF1	HEK293FT	-0.383923555384406	0.00208402784907082
FOXK2	HEK293FT	-0.291636569367338	0.00213502873274752
ATP2A2	HEK293FT	-0.586857557658521	0.00214140247334362
NIP7	HEK293FT	-0.480565844232945	0.00217057514194772
CDK12	HEK293FT	-0.364438016782936	0.00219787719415905
RPL27	HEK293FT	-0.491358699170929	0.00221330816567107
EIF5B	HEK293FT	-0.361727585912485	0.00221589322514967
STARD7	HEK293FT	-0.392579923376787	0.00222495095509108
SUGT1	HEK293FT	-0.556540986037596	0.00223666754521949
SNRPC	HEK293FT	-0.397138151471077	0.00225564135624766
PPP6R3	HEK293FT	-0.306891849610346	0.00230275911675954
KIAA1524	HEK293FT	-0.375698485061625	0.00236309005680577
COPS2	HEK293FT	-0.385498034217489	0.00239603091361239
HIST1H2AG	HEK293FT	-0.444019841987989	0.00239603091361239
PAPOLA	HEK293FT	-0.437348713086593	0.00240538926193114
CARM1	HEK293FT	-0.23154852668831	0.00246539656130168
PANK2	HEK293FT	-0.304903213938832	0.00246539656130168
MCL1	HEK293FT	-0.238621874324052	0.00254386082796533
GABPA	HEK293FT	-0.359503973876274	0.00255404873825157
RBM28	HEK293FT	-0.504258266253749	0.00258759912223281
ERCC2	HEK293FT	-0.312073313739334	0.00260269071892635
NAA15	HEK293FT	-0.381639516156162	0.00260624337777693
SRFBP1	HEK293FT	-0.303342303251974	0.00262351135270511
ACTR1A	HEK293FT	-0.429822208920846	0.00266836735437706
BCLAF1	HEK293FT	-0.409167185757422	0.00268386596652549
BZW1	HEK293FT	-0.371692296046565	0.00269169292039863
CDK9	HEK293FT	-0.319237670906692	0.00269169292039863
NPEPPS	HEK293FT	-0.371375083692073	0.00269169292039863
ADSL	HEK293FT	-0.263341433826687	0.00279023961034672
CNOT8	HEK293FT	-0.230371721503131	0.002801273081972
ZWILCH	HEK293FT	-0.256543050117085	0.00282749132675875
SRSF4	HEK293FT	-0.313497896039577	0.00291570716714015
EIF2B1	HEK293FT	-0.346216547993427	0.00292716001963823
SSRP1	HEK293FT	-0.482619447461732	0.00293447910794416
YTHDC1	HEK293FT	-0.308609373739034	0.00293447910794416
DHX8	HEK293FT	-0.48226972106192	0.00296498005225658
SMC4	HEK293FT	-0.437347639490787	0.00297988194772257
CSNK2B	HEK293FT	-0.334648936786568	0.002985033584194
FANCI	HEK293FT	-0.256359521788847	0.00299673100455042
LSM2	HEK293FT	-0.653526582145094	0.00303600550707494
TNRC6A	HEK293FT	-0.343059754341289	0.00303634139426328
TUBGCP6	HEK293FT	-0.45263830087083	0.00306551749963673
LUC7L	HEK293FT	-0.213880083912524	0.00307640209687965
RBPJ	HEK293FT	-0.346286309450039	0.00308841193877811
RRM2	HEK293FT	-0.441714612185719	0.00310399867376638
CNOT6	HEK293FT	-0.379828763961231	0.0031354784809903
ELF2	HEK293FT	-0.449417335606969	0.00319139674766154
IMPDH2	HEK293FT	-0.392773482570703	0.00319325634135192
ASCC3	HEK293FT	-0.223153174799084	0.00319932899791937
ECD	HEK293FT	-0.291017901355381	0.00320675105410772
HIC2	HEK293FT	-0.292943766112067	0.00320729471476565
PRPF38B	HEK293FT	-0.307259581852812	0.00321975341846982
DCTN2	HEK293FT	-0.244076527632588	0.00324480121780964
GGPS1	HEK293FT	-0.317279226150279	0.00324480121780964
LARP4B	HEK293FT	-0.218974640125815	0.00325739056882997
TRIM25	HEK293FT	-0.246922798789578	0.0033568431634535
GMNN	HEK293FT	-0.35003771226534	0.00336979902247636
FASN	HEK293FT	-0.264206141959928	0.00343619372313299
MIS12	HEK293FT	-0.417755738540159	0.00346662026027354
HINT1	HEK293FT	-0.371799340383059	0.00348583330351763
RBM19	HEK293FT	-0.268253040749635	0.00349411341617887
KIAA0100	HEK293FT	-0.247876357158754	0.00350752484384464
NUP43	HEK293FT	-0.44780555312493	0.00354399986307009
ANLN	HEK293FT	-0.375358638234443	0.00358991005497781
XRCC6	HEK293FT	-0.369955609374602	0.00365999729980328
VPS45	HEK293FT	-0.291838430408824	0.00367394945492768
RPL18A	HEK293FT	-0.611030353911919	0.00369785027602545
PTCD3	HEK293FT	-0.362294982312471	0.00370756732077493
MRPS5	HEK293FT	-0.280519795811983	0.00371609277282496
VDAC2	HEK293FT	-0.494885504322914	0.00373023662250585
KANSL1	HEK293FT	-0.383151553482547	0.00380518634862665
KLF16	HEK293FT	-0.279496954107991	0.00381707411715616
EIF2B4	HEK293FT	-0.385609130291692	0.00389093078400078
MED20	HEK293FT	-0.297965804338222	0.00390563977119666
MRTO4	HEK293FT	-0.5545219458726	0.00391506452748673
ANKRD17	HEK293FT	-0.321571651342397	0.00401127067135163
COPG1	HEK293FT	-0.431429247760537	0.00401127067135163
CCT3	HEK293FT	-0.423697610080244	0.00402611143904778
HTATSF1	HEK293FT	-0.335576410260243	0.00405467129200694
EPC2	HEK293FT	-0.250791354814431	0.00407171799835243
INTS6	HEK293FT	-0.381015314248025	0.00407171799835243
KDM2A	HEK293FT	-0.266471016438419	0.00408702280774691
EXOC3	HEK293FT	-0.362850760104781	0.00411501769024925
AURKB	HEK293FT	-0.43732545973312	0.0041177872367079
PSMD11	HEK293FT	-0.445686702490124	0.00412393483353163
EIF3K	HEK293FT	-0.273891597161281	0.00413739531178098
MIS18BP1	HEK293FT	-0.343001174886581	0.00413739531178098
PCID2	HEK293FT	-0.34997768769953	0.00413739531178098
PPIE	HEK293FT	-0.298958858539078	0.00413739531178098
TTI2	HEK293FT	-0.274079368377026	0.00414786333126668
ABCB7	HEK293FT	-0.349647661921546	0.00420435534730959
VDAC1	HEK293FT	-0.265741695162638	0.00420435534730959
SFSWAP	HEK293FT	-0.309602135551675	0.00421600892609877
BCAS2	HEK293FT	-0.251283491037569	0.00423180896432425
NUPL2	HEK293FT	-0.294042446020741	0.00426914867344864
CTDP1	HEK293FT	-0.493267277458182	0.00429219482222916
PKNOX1	HEK293FT	-0.253807629795818	0.00432286409539909
EZH2	HEK293FT	-0.280287034109855	0.00437716039788357
SRP68	HEK293FT	-0.2582758623968	0.00437716039788357
ARPC2	HEK293FT	-0.281948850816186	0.00439348391495345
NCKAP1	HEK293FT	-0.420526226969633	0.00449917254434273
EDC4	HEK293FT	-0.385861214672998	0.00456126654237622
TCOF1	HEK293FT	-0.214923953275316	0.00467042283823076
PCBP1	HEK293FT	-0.40024916137031	0.00477565050896327
UBE2Q1	HEK293FT	-0.245084405702478	0.00477565050896327
MCMBP	HEK293FT	-0.351223334480244	0.00480309627297702
ZC3H7A	HEK293FT	-0.330464534349882	0.00483476863445395
CKS2	HEK293FT	-0.370006137118622	0.00484717332349869
GEMIN4	HEK293FT	-0.32474375454542	0.00484717332349869
IMP4	HEK293FT	-0.523698336403361	0.00486150087599254
FOXP1	HEK293FT	-0.237091276185079	0.00488737373168388
NCAPH	HEK293FT	-0.370095608660063	0.00488737373168388
PSMD12	HEK293FT	-0.893027694255534	0.00488737373168388
RPS10	HEK293FT	-0.285704089630865	0.00488737373168388
CS	HEK293FT	-0.210580079217728	0.00490532629696995
EIF4A2	HEK293FT	-0.410045639125369	0.00496206470203528
WDR4	HEK293FT	-0.292186040840308	0.00496584805741968
INTS8	HEK293FT	-0.67867502249056	0.00497519720893966
MAGOH	HEK293FT	-0.458477790059822	0.00497519720893966
PPP1R15B	HEK293FT	-0.373034872727592	0.00506589548616523
BPTF	HEK293FT	-0.230122715940913	0.00508882231814074
TOMM22	HEK293FT	-0.500731699258283	0.00509031322013867
PSMD7	HEK293FT	-0.480752987301334	0.00512830174631789
SUPT16H	HEK293FT	-0.407200183766828	0.00513844790279046
DHDDS	HEK293FT	-0.22175960213412	0.00515707302126856
MRPS22	HEK293FT	-0.200040250798337	0.00515707302126856
AKIRIN1	HEK293FT	-0.398213708883392	0.00517862418101001
RPL37	HEK293FT	-0.521984202602109	0.00517862418101001
DHX37	HEK293FT	-0.512173375448155	0.0051882715705139
ID2	HEK293FT	-0.33949897033466	0.00519883011700071
YWHAZ	HEK293FT	-0.368995881981434	0.00532664783059801
TRPS1	HEK293FT	-0.241607958159796	0.0053943027024346
WDR18	HEK293FT	-0.268914680249882	0.0053943027024346
MED6	HEK293FT	-0.385986554881049	0.00544348123202337
PRKDC	HEK293FT	-0.287352472883579	0.00545998905834466
MAPRE1	HEK293FT	-0.310517503073121	0.00546451658825997
NSUN2	HEK293FT	-0.279700378879851	0.0055463489917264
POLRMT	HEK293FT	-0.298071608912922	0.0055463489917264
TUBGCP5	HEK293FT	-0.250944747608068	0.00564783310987486
ENO1	HEK293FT	-0.516971317095737	0.00566264789593882
PRRC2A	HEK293FT	-0.393971061915288	0.00579947738935889
GLTSCR2	HEK293FT	-0.478552098459228	0.00584118956206977
SSR2	HEK293FT	-0.329817553337521	0.00584118956206977
ZC3H18	HEK293FT	-0.27446588820163	0.00594728300432409
EXT1	HEK293FT	-0.279460728112799	0.00599726362331205
CHMP2A	HEK293FT	-0.24388711609483	0.00601131808255457
RNF114	HEK293FT	-0.190490268650028	0.00601131808255457
DDX55	HEK293FT	-0.318476802995825	0.00602195305232886
PCGF6	HEK293FT	-0.329661706300042	0.00602195305232886
RRP15	HEK293FT	-0.296215168325479	0.00604695687712507
TSC22D3	HEK293FT	-0.204701717993373	0.00606855799332734
YEATS2	HEK293FT	-0.257132140579965	0.00611941133015314
HNRNPAB	HEK293FT	-0.420734552019092	0.00625895352773177
PPID	HEK293FT	-0.251913053285719	0.00628179258721516
DHFR	HEK293FT	-0.259663620457194	0.00630410836590559
RFC2	HEK293FT	-0.406260819920846	0.00631381138107793
CDK1	HEK293FT	-0.364132520107143	0.00649569349325891
TRAPPC8	HEK293FT	-0.36717627314182	0.00649569349325891
